;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
100;The Sword in the Stone;Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.;1963;G;79;['animation', 'comedy', 'family', 'fantasy'];['US'];7.1;96481.0
101;Peter Pan;Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.;1953;G;77;['fantasy', 'family', 'animation'];['US'];7.3;136970.0
102;Bedknobs and Broomsticks;Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.;1971;G;117;['music', 'action', 'fantasy', 'comedy', 'family', 'animation'];['US'];7.0;37066.0
103;Old Yeller;Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.;1957;G;83;['western', 'drama', 'family'];['US'];7.3;13414.0
104;The Jungle Book;"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.";1967;G;78;['animation', 'fantasy', 'comedy', 'family'];['US'];7.6;176762.0
105;Journey to the Center of the Earth;An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.;1959;G;132;['fantasy', 'family', 'romance', 'scifi'];['US'];7.0;17352.0
106;Lady and the Tramp;Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.;1955;G;76;['romance', 'drama', 'animation', 'comedy', 'family'];['US'];7.3;132982.0
107;The Many Adventures of Winnie the Pooh;Whether we’re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.;1977;G;74;['animation', 'comedy', 'family'];['US'];7.5;35737.0
108;The Love Bug;Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of its own, not realizing Herbie's worth until a sneaky rival plots to steal him.;1968;G;107;['fantasy', 'family', 'sport', 'comedy'];['US'];6.5;15879.0
110;Pete's Dragon;Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.;1977;G;128;['fantasy', 'comedy', 'family', 'animation'];['US'];6.3;24452.0
111;One Hundred and One Dalmatians;"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.
 In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.";1961;G;79;['comedy', 'family', 'animation'];['US'];7.3;164790.0
112;Darby O'Gill and the Little People;A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.;1959;G;90;['fantasy', 'romance', 'family'];['US'];7.1;8121.0
113;The Absent-Minded Professor;"Bumbling professor Ned Brainard accidentally invents flying rubber, or ""Flubber"", an incredible material that gains energy every time it strikes a hard surface. It allows for the invention of shoes that can allow jumps of amazing heights and enables a modified Model-T to fly. Unfortunately, no one is interested in the material except for Alonzo Hawk, a corrupt businessman who wants to steal the material for himself.";1961;G;96;['scifi', 'sport', 'comedy', 'family'];['US'];6.7;8290.0
114;The Rescuers;What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.;1977;G;78;['fantasy', 'family', 'animation', 'comedy'];['US'];6.9;63093.0
115;Escape to Witch Mountain;Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomaniacal boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony escape to witch mountain, while at the same time Tia and Tony help Jason escape the pain of the loss of his wife.;1975;G;97;['fantasy', 'scifi', 'family'];['US'];6.3;10258.0
116;Freaky Friday;School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.;1976;G;95;['fantasy', 'comedy', 'family'];['US'];6.3;12833.0
117;The Apple Dumpling Gang;A roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget. They join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters.;1975;G;100;['western', 'family', 'comedy'];['US'];6.3;5783.0
118;Sleeping Beauty;A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.;1959;G;75;['romance', 'comedy', 'family', 'fantasy', 'animation', 'european'];['US'];7.2;146163.0
119;The Shaggy Dog;Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....;1959;G;104;['comedy', 'fantasy', 'family'];['US'];6.4;5029.0
121;Pollyanna;A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.;1960;G;134;['drama', 'comedy', 'family'];['US'];7.4;10218.0
122;Babes in Toyland;"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding! But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches, and double-crosses! The ""March Of The Wooden Soldiers"" helps put Barnaby in his place, and ensures a ""happily ever after"" for Tom and Mary!";1961;G;101;['fantasy', 'romance', 'comedy', 'family'];['US'];6.1;4173.0
123;That Darn Cat!;A young woman suspects foul play when her cat comes home wearing a wristwatch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.;1965;G;112;['drama', 'crime', 'family', 'thriller', 'comedy'];['US'];6.7;6922.0
124;The Island at the Top of the World;A Victorian gentleman hopes to find his long-lost son, who vanished whilst searching for a mysterious Viking community in a volcanic valley somewhere in uncharted Arctic regions. The gentleman puts together an expedition team to go on the search, but when they reach their destination they must escape from some Viking descendants who will kill to keep their existence a secret.;1974;G;93;['fantasy', 'scifi', 'family'];['US'];6.2;2760.0
125;Candleshoe;When ex-con artist Harry claims that a secret treasure is hidden inside Candleshoe, an English estate, he creates an elaborate plan to find and steal the prize. By convincing a girl named Casey to impersonate the estate owner's long-lost granddaughter, Harry hopes to uncover the treasure's location. But when Casey has a change of heart, she must follow the clues and find the treasure, in order to save Candleshoe and stop Harry before it is too late.;1977;PG;97;['family', 'comedy', 'drama'];['GB', 'US'];6.7;4377.0
126;The Computer Wore Tennis Shoes;"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..";1969;G;91;['drama', 'comedy', 'family', 'scifi'];['US'];6.0;5226.0
127;Return from Witch Mountain;Tony and Tia are other-worldly twins endowed with telekinesis. When their Uncle Bene drops them off in Los Angeles for an earthbound vacation, a display of their supernatural skill catches the eye of the nefarious Dr. Gannon and his partner in crime, Letha, who see rich possibilities in harnessing the children's gifts. They kidnap Tony, and Tia gives chase only to find Gannon is using her brother's powers against her.;1978;G;95;['scifi', 'fantasy', 'family'];['US'];5.7;5100.0
