;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
829;Yours Fatefully;Yours Fatefully is a Singaporean Chinese drama which was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It will make its debut on 29 May 2012. This drama serial consists of 20 episodes, and will be screened on every weekday night at 9:00 pm.;2012;TV-14;['drama', 'comedy', 'romance'];['SG'];1.0;6.7;15.0
830;Love, Now;Love, Now is a 72 episode Taiwanese idol romance drama television series created and developed by SETTV. It stars Annie Chen, George Hu as the main leads and Bobby Dou, Harry Chang from Taiwanese band Da Mouth and Vivi Lee as the supporting leads. The drama is set to debut on SETTV and ETTV on 31 October 2012. It ended its last episode on 5 March 2013 with 72 episodes;2012;TV-Y;['drama'];['TW'];1.0;7.5;124.0
833;Peaky Blinders;A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.;2013;TV-MA;['crime', 'drama', 'european'];['GB'];6.0;8.8;511668.0
834;Outlander;The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.;2014;TV-MA;['scifi', 'romance', 'drama', 'fantasy'];['US'];6.0;8.4;156114.0
835;Attack on Titan;Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.;2013;TV-MA;['action', 'scifi', 'animation', 'horror', 'drama', 'fantasy'];['JP'];4.0;9.0;325381.0
836;The Originals;"A spin-off from The Vampire Diaries and set in New Orleans, The Originals centers on the Mikaelson siblings, otherwise known as the world's original vampires: Klaus, Elijah, and Rebekah. Now Klaus must take down his protégé, Marcel, who is now in charge of New Orleans, in order to re-take his city, as he originally built New Orleans. Klaus departed from the city after being chased down by his father Mikael, while it was being constructed and Marcel took charge. As Klaus has returned after many years, his ego has provoked him to become the king of the city. ""Every King needs an heir"" says Klaus, accepting the unborn child. The child is a first to be born to a hybrid and a werewolf.";2013;TV-14;['scifi', 'drama', 'fantasy', 'horror'];['US'];5.0;8.3;133406.0
837;The Blacklist;"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.";2013;TV-14;['thriller', 'drama', 'crime'];['US'];9.0;8.0;242640.0
838;Married at First Sight;"The cart comes way before the horse in the reality series ""Married at First Sight."" Based on a hit Danish format, ""Married..."" features people who agree to participate in an extreme experiment: Each covenants legal marriage with a complete stranger. Specialists -- including a spiritualist, a relationship coach and a sociologist -- use scientific matchmaking methods to determine each couple, who will not have met or had contact with each other until the wedding day. The series then documents the relationships, including honeymoons and other relatable events of married life. After several weeks, each couple must decide whether to remain together or go their individual ways.";2014;TV-PG;['reality', 'romance', 'european'];['US'];15.0;6.1;2021.0
839;The Flash;"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.";2014;TV-14;['drama', 'scifi', 'family', 'animation', 'action'];['US'];8.0;7.6;341393.0
841;Reign;Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court.;2013;TV-14;['drama', 'fantasy', 'history'];['US'];4.0;7.5;47751.0
844;The 100;100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.;2014;TV-14;['scifi', 'drama', 'action'];['US'];7.0;7.6;245631.0
847;Are You The One?;In the most ambitious dating experiment ever attempted, a group of gorgeous single women and guys are put through an extensive and scientific matchmaking process to find their Perfect Match.;2014;TV-14;['reality'];['US'];8.0;6.4;2528.0
850;Gotham;Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?;2014;TV-14;['drama', 'scifi', 'thriller', 'action', 'crime'];['US'];5.0;7.8;227760.0
853;House of Cards;Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.;2013;TV-MA;['drama'];['US'];6.0;8.7;497650.0
856;How to Get Away with Murder;A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.;2014;TV-14;['crime', 'drama', 'thriller'];['US'];6.0;8.1;148643.0
857;BoJack Horseman;"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.";2014;TV-MA;['comedy', 'drama', 'animation'];['US'];6.0;8.8;148127.0
860;Madam Secretary;After years away from the CIA, Elizabeth McCord is pulled back into the political arena. The newly appointed Secretary of State is tough, fair and smart driving international diplomacy, wrangling office politics and circumventing protocol as she negotiates global and domestic issues, both at the White House and at home.;2014;TV-14;['war', 'thriller', 'drama'];['US'];6.0;7.6;22894.0
863;Jane the Virgin;"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""";2014;TV-14;['drama', 'comedy'];['US'];5.0;7.8;46286.0
864;Henry Danger;When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!;2014;TV-G;['comedy', 'family', 'action', 'scifi', 'thriller', 'drama'];['US'];5.0;5.6;5450.0
868;Orange Is the New Black;A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.;2013;TV-MA;['drama', 'comedy', 'crime'];['US'];7.0;8.1;298009.0
870;The Thundermans;Meet The Thundermans, a typical suburban family that happens to have astounding superpowers. At the center of the action are the 14-year-old Thunderman twins, who share the same bathroom, the same school, and the same annoying little siblings. Their only difference? The sister is a super student with a super sunny disposition who super looks forward to being a superhero someday, and her twin brother is a super villain.;2013;TV-G;['action', 'scifi', 'family', 'comedy', 'drama'];['US'];4.0;5.6;5525.0
871;Wentworth;Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison. A modern adaptation and sequel of the iconic Prisoner series.;2013;TV-MA;['drama', 'thriller', 'crime'];['AU'];9.0;8.6;22056.0
873;Z Nation;Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.;2014;TV-14;['action', 'comedy', 'drama', 'horror', 'romance', 'scifi'];['US'];5.0;6.6;36415.0
877;Marco Polo;An epic adventure that follows the early years of the famous explorer as he travels the exotic Silk Road to the great Kublai Khan’s court. But Marco soon finds that navigating the Khan’s world of greed, betrayal, sexual intrigue and rivalry will be his greatest challenge yet, even as he becomes a trusted companion to the Khan in his violent quest to become the Emperor of the World.;2014;TV-MA;['action', 'drama', 'history', 'documentation'];['US'];2.0;8.0;71735.0
