;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
392;My Brilliant Career;A young woman who is determined to maintain her independence finds herself at odds with her family who wants her to tame her wild side and get married.;1979;G;96;['drama', 'romance'];['AU'];7.1;4326.0
393;Masculin Féminin;Paul, a young idealist trying to figure out what he wants to do with his life, takes a job interviewing people for a marketing research firm. He moves in with aspiring pop singer Madeleine. Paul, however, is disillusioned by the growing commercialism in society, while Madeleine just wants to be successful. The story is told in a series of 15 unrelated vignettes.;1966;Unknown;105;['drama', 'european', 'romance'];['SE', 'FR'];7.5;14676.0
394;Journey to Italy;This deceptively simple tale of a bored English couple travelling to Italy to find a buyer for a house inherited from an uncle is transformed by Roberto Rossellini into a passionate story of cruelty and cynicism as their marriage disintegrates around them.;1954;Unknown;85;['drama', 'european', 'romance'];['IT', 'FR'];7.3;10422.0
395;Richard III;Having helped his brother King Edward IV take the throne of England, the jealous hunchback Richard, Duke of York, plots to seize power for himself. Masterfully deceiving and plotting against nearly everyone in the royal court, including his eventual wife, Lady Anne, and his brother George, Duke of Clarence, Richard orchestrates a bloody rise to power before finding all his gains jeopardized by those he betrayed.;1955;Unknown;155;['drama', 'history', 'war'];['GB'];7.4;4583.0
397;Mothra vs. Godzilla;Journalists Ichiro Sakai and Junko cover the wreckage of a typhoon when an enormous egg is found and claimed by greedy entrepreneurs. Mothra's fairies arrive and are aided by the journalists in a plea for its return. As their requests are denied, Godzilla arises near Nagoya and the people of Infant Island must decide if they are willing to answer Japan's own pleas for help.;1964;Unknown;89;['scifi', 'action', 'fantasy'];['JP'];6.5;8783.0
398;Black Girl;Eager to find a better life abroad, a Senegalese woman becomes a mere governess to a family in southern France, suffering from discrimination and marginalization.;1966;Unknown;58;['drama', 'european'];['FR', 'SN'];7.4;4302.0
399;Godzilla vs. Gigan;Manga artist Gengo Odaka lands a job with the World Children's Land amusement park only to become suspicious of the organization when a garbled message is discovered on tapes. As Gengo and his team investigate, Godzilla and Anguirus quickly decipher the message and begin their own plan of action.;1972;PG;89;['action', 'family', 'scifi', 'horror'];['JP'];5.6;4879.0
400;Divorce Italian Style;Ferdinando Cefalù is desperate to marry his cousin, Angela, but he is married to Rosalia and divorce is illegal in Italy. To get around the law, he tries to trick his wife into having an affair so he can catch her and murder her, as he knows he would be given a light sentence for killing an adulterous woman. He persuades a painter to lure his wife into an affair, but Rosalia proves to be more faithful than he expected.;1961;Unknown;101;['comedy', 'european', 'drama', 'romance'];['IT'];8.0;12717.0
401;Wise Blood;A Southerner--young, poor, ambitious but uneducated--determines to become something in the world. He decides that the best way to do that is to become a preacher and start up his own church.;1979;PG;106;['drama', 'comedy'];['US'];6.9;5817.0
402;The Shop on Main Street;"In a small town in Nazi-occupied Slovakia during World War II, decent but timid carpenter Tono is named ""Aryan comptroller"" of a button store owned by an old Jewish widow, Rozalie. Since the post comes with a salary and standing in the town's corrupt hierarchy, Tono wrestles with greed and guilt as he and Rozalie gradually befriend each other. When the authorities order all Jews in town to be rounded up, Tono faces a moral dilemma unlike any he's known before.";1965;PG;128;['drama', 'european', 'war'];['XC'];8.2;8791.0
403;I Vitelloni;"Five young men dream of success as they drift lazily through life in a small Italian village. Fausto, the group's leader, is a womanizer; Riccardo craves fame; Alberto is a hopeless dreamer; Moraldo fantasizes about life in the city; and Leopoldo is an aspiring playwright. As Fausto chases a string of women, to the horror of his pregnant wife, the other four blunder their way from one uneventful experience to the next.";1953;Unknown;103;['drama', 'comedy', 'european'];['IT', 'FR'];7.8;18204.0
404;A Taste of Honey;A working class girl struggles to create a life for herself with her gay co-worker after becoming pregnant from a one-night stand with a black sailor.;1961;Unknown;100;['drama'];['GB'];7.4;5564.0
405;Inside Daisy Clover;A girl on the road to stardom fights the dehumanizing effects of Hollywood life.;1965;Unknown;128;['romance', 'drama', 'music'];['US'];6.2;3710.0
406;The Honeymoon Killers;"Martha Beck, an obese nurse who is desperately lonely, joins a ""correspondence club"" and finds a romantic pen pal in Ray Fernandez. Martha falls hard for Ray, and is intent on sticking with him even when she discovers he's a con man who seduces lonely single women, kills them and then takes their money. She poses as Ray's sister and joins Ray on a wild killing spree, fueled by her lingering concern that Ray will leave her for one of his marks.";1970;R;108;['thriller', 'crime', 'drama', 'romance'];['US'];7.0;5167.0
407;Julie;A terrified stewardess is stalked by her psychotic estranged husband.;1956;Unknown;99;['thriller', 'crime', 'drama'];['US'];6.1;1758.0
408;The Naked Kiss;A former prostitute works to create a new life for herself in a small town, but a shocking discovery could threaten everything.;1964;Unknown;93;['drama', 'crime'];['US'];7.2;7793.0
409;The Marriage of Maria Braun;Maria marries a young soldier in the last days of World War II, only for him to go missing in the war. She must rely on her beauty and ambition to navigate the difficult post-war years alone.;1979;R;120;['drama', 'european'];['DE'];7.7;13573.0
410;Shadows;The relationship between Lelia, a light-skinned black woman, and Tony, a white man is put in jeopardy when Tony meets Lelia’s darker-skinned jazz singer brother, Hugh, and discovers that her racial heritage is not what he thought it was.;1959;PG;81;['romance', 'drama', 'music'];['US'];7.2;11405.0
411;...And God Created Woman;Juliette Hardy is sexual dynamite, and has the men of a French coastal town panting. But Antoine, the only man who affects her likewise, wouldn't dream of settling down with a woman his friends consider the town tramp.;1956;PG;95;['romance', 'drama', 'european'];['FR'];6.3;8341.0
412;Children of the Damned;Six children are found spread through out the world that not only have enormous intelligence, but identical intelligence and have a strange bond to each other.;1964;Unknown;90;['scifi', 'horror', 'drama'];['GB'];6.2;4408.0
413;The Machine That Kills Bad People;In Amalfi, a village on the Italian coast, an old man who seems to have strange powers gives Celestino Esposito, the local photographer, a dangerous ability.;1952;Unknown;85;['fantasy', 'european', 'comedy'];['IT'];6.7;703.0
414;Senso;A troubled and neurotic Italian Countess betrays her entire country for a self-destructive love affair with an Austrian Lieutenant.;1954;Unknown;123;['romance', 'drama', 'european', 'history', 'war'];['IT'];7.4;6857.0
415;Destroy All Monsters;At the turn of the century, all of the Earth's monsters have been rounded up and kept safely on Monsterland. Chaos erupts when a race of she-aliens known as the Kilaaks unleash the monsters across the world.;1968;G;89;['scifi', 'horror', 'action', 'thriller'];['JP'];6.4;6322.0
416;Godzilla, King of the Monsters!;During an assignment, foreign correspondent Steve Martin spends a layover in Tokyo and is caught amid the rampage of an unstoppable prehistoric monster the Japanese call 'Godzilla'. The only hope for both Japan and the world lies on a secret weapon, which may prove more destructive than the monster itself.;1956;Unknown;81;['horror', 'action', 'scifi'];['JP', 'US'];6.3;7747.0
417;The World, the Flesh and the Devil;Ralph Burton is a miner who is trapped for several days as a result of a cave-in. When he finally manages to dig himself out, he realizes that all of mankind seems to have been destroyed in a nuclear holocaust. He travels to New York City only to find it deserted. Making a life for himself there, he is flabbergasted to eventually find Sarah Crandall, who also managed to survive. Together, they form a close friendship until the arrival of Benson Thacker who has managed to pilot his small boat into the city's harbor. At this point the tensions rise between the three, particularly between Thacker, who is white and Burton, who is black.;1959;PG;95;['scifi', 'drama', 'romance'];['US'];6.8;2998.0
418;Hearts and Minds;"Many times during his presidency, Lyndon B. Johnson said that ultimate victory in the Vietnam War depended upon the U.S. military winning the ""hearts and minds"" of the Vietnamese people. Filmmaker Peter Davis uses Johnson's phrase in an ironic context in this anti-war documentary, filmed and released while the Vietnam War was still under way, juxtaposing interviews with military figures like U.S. Army Chief of Staff William C. Westmoreland with shocking scenes of violence and brutality.";1975;R;112;['war', 'documentation', 'history'];['US'];8.2;5693.0
