;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes;platform
3742;Chronicle;Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.;2012;PG-13;84;['scifi', 'thriller', 'drama', 'action'];['US'];7.0;249211.0;Amazon Prime
11756;Dating Amber;Eddie and Amber decide to stage a relationship in order to stop everyone speculating about their sexuality. Eddie is keen to follow his dad into the military, while Amber dreams of moving to the liberal hub of London. The plan seems solid, but as their arrangement begins to fall apart, Eddie’s denial gets deeper as Amber realizes that a perilous future awaits her best friend unless she intervenes.;2020;Unknown;92;['drama', 'romance', 'comedy'];['IE'];7.0;5868.0;HBO Max
268;Why We Fight: The Battle of China;The sixth film of Frank Capra's Why We Fight propaganda film series illustrates Japan's occupation of China, including Madame Chiang Kai-Shek's stirring address before congress, the rape of Nanking, the great 2,000 mile migration, and Claire Chennault's Flying Tigers.;1944;Unknown;65;['documentation', 'war', 'history'];['US'];7.0;725.0;Amazon Prime
11727;Class Action Park;A documentary that focuses on a dangerously legendary water park and its slew of injuries and crimes along with child safety concerns.;2020;Unknown;90;['documentation', 'crime'];['US'];7.0;6222.0;HBO Max
11720;Shazam!;A boy is given the ability to become an adult superhero in times of need with a single magic word.;2019;PG-13;132;['comedy', 'fantasy', 'action'];['US'];7.0;318301.0;HBO Max
267;The Rage of Paris;Nicole has no job and is several weeks behind with her rent. Her solution to her problems is to try and snare a rich husband. Enlisting the help of her friend Gloria and the maitre'd at a ritzy New York City hotel, the trio plot to have Gloria catch the eye of Bill Duncan, a millionaire staying at the hotel. The plan works and the two quickly become engaged. Nicole's plan may be thwarted by Bill's friend, Jim Trevor, who's met Nicole before and sees through her plot.;1938;Unknown;78;['comedy', 'romance'];['US'];7.0;853.0;Amazon Prime
11802;Showbiz Kids;A documentary chronicling the shared experiences of prominent former child stars and the personal and professional price of fame and failure on a child.;2020;Unknown;95;['drama', 'documentation'];['US'];7.0;1673.0;HBO Max
11693;The Hunt for Dark Matter;CERN and the University of California-Santa Barbara are collaborating in the search for the elusive substance that physicists and astronomers believe holds the universe together -- dark matter. Where is this search now in the realm of particle physics and what comes next?;2017;PG;23;['documentation'];['US'];7.0;20.0;HBO Max
1014;Thunderbolt and Lightfoot;With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organise a daring new heist.;1974;R;115;['crime', 'comedy', 'drama'];['US'];7.0;25038.0;Amazon Prime
11963;La leyenda negra;In Compton, a soon-to-be undocumented teenager fights for her right to stay in America while risking her family, her friendships, and her first love.;2020;Unknown;84;['drama'];['US'];7.0;77.0;HBO Max
14469;Sebastian Maniscalco: Stay Hungry;Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.;2019;Unknown;65;['comedy'];['US'];7.0;1324.0;Netflix
15840;Angèle;Belgian pop star Angèle reflects on her life and hopes as she finds balance amid the tears, joys and loneliness of fame. Told through her own words.;2021;R;84;['documentation', 'music'];['FR', 'BE'];7.0;518.0;Netflix
11959;Growing Up Milwaukee;Behind every statistic is a story. Three inner-city youth growing up in Milwaukee struggle with the daily dilemma of growing up Black and avoiding becoming just another statistic.;2020;Unknown;115;['documentation'];['US'];7.0;114.0;HBO Max
4931;They Call Us Monsters;Behind the walls of the Compound, LA’s most violent juvenile offenders await their trials. To their advocates, they’re kids. To the system, they’re adults. To their victims, they’re monsters. Who are they to you?;2016;Unknown;82;['documentation'];['US'];7.0;625.0;Amazon Prime
11939;The Many Lives of Nick Buoniconti;The story of Pro Football Hall of Famer Nick Buoniconti, whose resume encompasses turns as a linebacker, lawyer, sports agent, broadcaster, executive and philanthropist.;2019;PG;74;['documentation', 'sport'];['US'];7.0;195.0;HBO Max
5011;Eugene Mirman: Vegan on His Way to the Complain Store;Stand-up comedian Eugene Mirman takes his act to the Wild West, where he riffs on everything from Internet dating sites to bathroom signs.;2015;Unknown;64;['comedy'];['US'];7.0;258.0;Amazon Prime
11895;Lindsey Vonn: The Final Season;Universally recognized as the greatest female skier ever, Lindsey Vonn went on a remarkable journey that was defined by unexpected twists and turns and dramatic peaks and valleys in its final chapter. LINDSEY VONN: THE FINAL SEASON intimately recounts the iconic skier’s last competitive campaign while looking back on her transcendent career, from child prodigy to decorated Olympian to global superstar.;2019;Unknown;89;['documentation', 'sport'];['US'];7.0;167.0;HBO Max
11878;After Truth: Disinformation and the Cost of Fake News;An investigation into the ongoing threat caused by the phenomenon of “fake news” in the U.S., focusing on the real-life consequences that disinformation, conspiracy theories and false news stories have on the average citizen.;2020;Unknown;95;['documentation'];['US'];7.0;1589.0;HBO Max
11861;Yvonne Orji: Momma, I Made It!;'Insecure' star Yvonne Orji celebrates her Nigerian-American upbringing in her debut HBO comedy special, which intersperses her stand-up with documentary footage of a trip to Nigeria.;2020;Unknown;65;['comedy', 'documentation'];['US'];7.0;286.0;HBO Max
1035;Damn Yankees;Film adaptation of the George Abbott Broadway musical about a Washington Senators fan who makes a pact with the Devil to help his baseball team win the league pennant.;1958;Unknown;111;['fantasy', 'comedy', 'romance', 'sport'];['US'];7.0;3003.0;Amazon Prime
1036;Cockfighter;A man who trains fighting cocks vows to remain silent until one of his birds wins a championship.;1974;R;83;['drama'];['US'];7.0;2280.0;Amazon Prime
11850;Ramy Youssef: Feelings;A young Egyptian-American stand up comedian tackles universal predicaments such as sex with the latest pop culture references and from the specific vantage point of a Muslim millenial.;2019;Unknown;60;['comedy'];['US'];7.0;723.0;HBO Max
5012;The Last Princess;Under the oppressive Japanese colonial rule, Deok-hye, the last Princess of the declining Joseon Dynasty, is forced to move to Japan. She spends her days missing home, while struggling to maintain dignity as a princess. After a series of failed tries, Deok-hye makes her final attempt to return home with help of her childhood sweetheart, Jang-han.;2016;Unknown;127;['drama', 'history', 'action'];['KR'];7.0;1752.0;Amazon Prime
11200;The Sapphires;It's 1968, and four young, talented Australian Aboriginal girls learn about love, friendship and war when they entertain the US troops in Vietnam as singing group The Sapphires.;2012;PG-13;103;['drama', 'comedy', 'music', 'romance'];['AU'];7.0;14355.0;HBO Max
3857;Maria Bamford: The Special Special Special!;Welcome to the special special special comedy special.  It's very good.  I love comedy. And who do I want to make laugh more than Marilyn and Joel Bamford, my parents?  So, we've cut out the middle man of 200 strangers in a tv studio and gone right to the source.  With some paid audiences, the feigned enthusiasm can be a little uncomfortable to watch, but I genuinely rock the house.  My parents only wish they could be there with you when you watch this with your parents.;2012;Unknown;50;['comedy'];['US'];7.0;567.0;Amazon Prime
5316;Bryan Callen: Never Grow Up;Bryan's long-awaited stand-up special. Bryan Callen discusses his dreams as a boy, his unique upbringing and what he wishes to pass on to his children.;2016;Unknown;57;['comedy'];['US'];7.0;228.0;Amazon Prime
11304;Enough Said;Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...;2013;PG-13;91;['drama', 'romance', 'comedy'];['GB', 'US'];7.0;62207.0;HBO Max
11276;Oblivion;Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.;2013;PG-13;126;['action', 'scifi', 'european'];['US'];7.0;513161.0;HBO Max
11273;We're the Millers;A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.;2013;R;110;['comedy', 'crime'];['US'];7.0;438819.0;HBO Max
3877;Jeff Dunham: Minding the Monsters;Stand-up comedian and ventriloquist Jeff Dunham. Enter the ultimate hunted house where Walter transforms into something grumpier than he already is! Watch Bubba J. rise from the dead! Meet Peanut's alter ego, The Purple Venger of the Night, and his spicy sidekick! and witness Achmed litterally dressed to kill in an outfit terrify the most terrifying terrorist!;2012;PG-13;80;['comedy'];['US'];7.0;1401.0;Amazon Prime
11168;Real Steel;Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.;2011;PG-13;127;['scifi', 'action', 'drama', 'sport', 'family'];['US', 'IN'];7.0;321448.0;HBO Max
55;Why We Fight: Prelude to War;Prelude to War was the first film of Frank Capra's Why We Fight propaganda film series, commissioned by the Pentagon and George C. Marshall. It was made to convince American troops of the necessity of combating the Axis Powers during World War II. This film examines the differences between democratic and fascist states.;1942;Unknown;53;['documentation', 'war'];['US'];7.0;2194.0;Amazon Prime
11162;Super 8;In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.;2011;PG-13;112;['scifi', 'thriller', 'action'];['US'];7.0;351064.0;HBO Max
11143;Dirty Driving: Thundercars Of Indiana;Auto racing is an obsession in Anderson, Indiana. Even with local auto factories closing down and jobs being lost, the town's residents continue to flock to the local speedway every Friday night--and its drivers continue to pour their dwindling resources into their Thundercars. Emmy(R)-winning filmmaker Jon Alpert presents this look at this passion for racing in rust-belt America. Since the closing of a GM plant and the loss of 33,000 jobs, the once-thriving town of Anderson now stands witness to empty factories, shuttered stores and abandoned home--but also to packed houses at Anderson Speedway where people put their troubles on hold to watch the cacophony of screeching tires and crashing metal as drivers vie for Thundercar supremacy.;2008;Unknown;68;['documentation', 'sport'];['US'];7.0;149.0;HBO Max
11136;I Can't Do This But I CAN Do That: A Film for Families about Learning Differences;Does having a learning disability mean that you can’t learn? Eight children prove that the answer is a definitive 'No' in this documentary. Interviews with kids are intercut with scenes of the children engaged in activities that reflect their talents to form a compelling portrait of the ways in which these young people use their strengths to overcome their challenges.;2010;Unknown;31;['documentation', 'family'];['US'];7.0;57.0;HBO Max
3182;Bodysnatchers of New York;"Highly cinematic documentary charting a macabre mystery that unfolds as the lives of a handful of starkly different, seemingly unconnected characters are intimately drawn together by a shocking crime involving over a thousand mutilated corpses in a tale of twenty-first century body snatching in the city of New York. Much was written about this notorious crime but little understood about the hidden, yet legal, tissue transplant industry that spawned it...until now. With exclusive access inside maximum-security prison to the man the NYPD labeled ""Public Enemy No.1"" this film charts how a former surgeon went from saving lives to ripping them apart.";2010;Unknown;62;['documentation'];['US'];7.0;232.0;Amazon Prime
11066;Heir To An Execution;Journalist Ivy Meeropol makes her directorial debut with Heir to an Execution, a personal documentary exploring the execution of her biological grandparents: Julius and Ethel Rosenberg. In 1953, the Rosenbergs were put to death by the U.S. government with the charge of conspiracy to commit wartime espionage. Their orphaned young children were adopted by the Meeropol family, who raised them with the belief that their real parents were innocent. After working as a magazine reporter and political speechwriter for much of her career, director Meeropol conducted her own intimate investigation of her grandparents. The film includes commentary from the Rosenbergs' friend Morton Sobell (also convicted, but released from prison in 1969) and the director's father, Michael Meeropol. Produced by filmmaker Marc Levin, Heir to an Execution was shown at the Sundance Film Festival in 2004 as part of the documentary competition;2004;Unknown;99;['documentation'];['US'];7.0;400.0;HBO Max
11061;Dana Carvey: Squatting Monkeys Tell No Lies;As always, Carvey never crosses the line into mean-spiritedness, but easily glides in and out of every impression & expression, reminding us of the huge talent we came to know and love before he left the scene due to his heart condition. It's a bittersweet irony that Dana Carvey is one comic who is ALL heart...;2008;R;55;['comedy', 'documentation'];['US'];7.0;398.0;HBO Max
4162;The Grand Seduction;A small fishing village must procure a local doctor to secure a lucrative business contract. When unlikely candidate and big city doctor Paul Lewis lands in their lap for a trial residence, the townsfolk rally together to charm him into staying. As the doctor’s time in the village winds to a close, acting mayor Murray French has no choice but to pull out all the stops and begin The Grand Seduction.;2014;PG-13;112;['comedy'];['CA'];7.0;17436.0;Amazon Prime
15717;Whindersson Nunes: My Own Show!;Comedian Whindersson Nunes brings his quirky impersonations and streetwise takes on different cultures to the historic stage of Teatro Amazonas.;2022;Unknown;63;['comedy', 'documentation'];['BR'];7.0;251.0;Netflix
11327;Behind the Candelabra;Based on the autobiographical novel, the tempestuous 6-year relationship between Liberace and his (much younger) lover, Scott Thorson, is recounted.;2013;R;118;['drama', 'romance', 'music'];['US'];7.0;42963.0;HBO Max
3212;Mirageman;After being brutally assaulted, an incident which also saw the death of his parents and the rape of his younger brother (which mentally scarred him to the point of having to be institutionalized), Maco Gutierrez has devoted his life to fitness and practicing martial arts to ensure his safety in the future.;2007;R;90;['scifi', 'crime', 'family', 'animation', 'action', 'comedy'];['CL', 'US'];7.0;3356.0;Amazon Prime
3207;Edge of America;"From acclaimed director, Chris Eyre, whom People Magazine calls ""…the preeminent Native American filmmaker of his time"" comes this touching and inspirational story about loyalty, friendship and courage. New man in town Kenny Williams (James McDaniel) has just accepted a position as an English professor at the Three Nations Reservation in Utah. Finding it hard to fit in with the tight-knit Native American community, he decides to take on the challenge of coaching the high school girls' basketball team.";2003;PG;105;['drama'];['US'];7.0;400.0;Amazon Prime
15700;A Family;A story of yakuza family from 1999 to 2019. Kenji Yamamoto’s father died from using a stimulant drug. His life fell into desperation. Kenji Yamamoto then joined a crime syndicate. There, he meets the gang's boss Hiroshi Shibasaki. Hiroshi Shibasaki reaches out to Kenji Yamamoto and they developed a relationship like father and son. As time passes, Kenji Yamamoto has his own family.;2021;R;136;['crime', 'drama'];['JP'];7.0;2268.0;Netflix
3790;Drug War;A drug cartel boss who is arrested in a raid is coerced into betraying his former accomplices as part of an undercover operation.;2012;R;107;['crime', 'drama', 'thriller', 'action'];['CN', 'HK'];7.0;10095.0;Amazon Prime
5251;Paradise by the Dashboard Light;The influx of the most human-like droids into a pocket in New York City brings out the monster in many of their creators and the poetry and beauty in their often undetected creations.;2016;Unknown;43;['drama', 'scifi', 'thriller'];['US'];7.0;11.0;Amazon Prime
14569;David Foster: Off the Record;A documentary about Canadian music icon David Foster.;2019;Unknown;98;['documentation'];['CA'];7.0;577.0;Netflix
11531;Jason Silva - The Road To The Singularity;The Singularity, or the arrival of superhuman intelligence, has been described as both the “rapture of the nerds” and inevitable. Futurist and philosopher Jason Silva explores the ways in which this radical transformation may occur through biotechnology, nanotechnology and artificial intelligence.;2016;Unknown;20;['documentation'];['US'];7.0;10.0;HBO Max
11526;Big World In A Small Garden;Photographer Martin Dorhn has rigged special cameras in order to capture the hectic and complex world of Bristol -- in his backyard!  Watch as he slows down the almost imperceptible movements of the insects that populate his garden from fascinating bee species to active spiders and more.;2016;Unknown;11;['documentation'];['US'];7.0;20.0;HBO Max
11506;Suited;Going deeper than fine fabrics and silk linings, Suited takes a modern, evolved look at gender through the conduit of clothing and elucidates the private and emotional experience surrounding it. With heart and optimism, the film documents a cultural shift that is creating a new demand—and response—for each person’s right to go out into the world with confidence.;2016;Unknown;78;['documentation'];['US'];7.0;306.0;HBO Max
11357;Jerrod Carmichael: Love at the Store;Rising comedy star Jerrod Carmichael takes to the stage of The Comedy Store in Hollywood, CA where he comically subverts such subjects as poverty, wealth, crime and race and presents his unique take on national tragedies, female empowerment, and more.;2014;Unknown;54;['comedy', 'documentation'];['US'];7.0;530.0;HBO Max
11498;The Diplomat;The life and legacy of Richard Holbrooke, whose singular career spans fifty years of American foreign policy, is told in this documentary from Holbrooke's eldest son David.;2015;Unknown;104;['documentation', 'european'];['US'];7.0;300.0;HBO Max
3202;How to Eat Your Watermelon in White Company (and Enjoy It);"Melvin Van Peebles was one of the first black directors to challenge the white establishment in his films, which include ""Watermelon Man"" and ""Sweet Sweetback's Baadasssss Song."" In this documentary, the life of Van Peebles is discussed, including his work not only in film, but also as a novelist, actor, musician, stock trader and even Air Force pilot. Interview subjects include Gil Scott-Heron, Spike lee and Melvin's son and fellow filmmaker, Mario Van Peebles.";2005;Unknown;85;['documentation'];['US'];7.0;275.0;Amazon Prime
14591;ReMastered: Devil at the Crossroads;Robert Johnson was one of the most influential blues guitarists ever. Even before his early death, fans wondered if he'd made a pact with the Devil.;2019;Unknown;48;['documentation', 'music'];['US'];7.0;2748.0;Netflix
11441;Danny Collins;An ageing hard-living 1970s rock star decides to change his life when he discovers a 40-year-old undelivered letter written to him by John Lennon.;2015;R;107;['drama', 'comedy', 'music'];['US'];7.0;31354.0;HBO Max
11428;The Wolfpack;Locked away from society in an apartment on the Lower East Side of Manhattan, the Angulo brothers learn about the outside world through the films that they watch. Nicknamed ‘The Wolfpack’, the brothers spend their childhood reenacting their favorite films using elaborate home-made props and costumes. Their world is shaken up when one of the brothers escapes and everything changes.;2015;R;89;['documentation'];['US'];7.0;12830.0;HBO Max
14602;M8 - When Death Rescues Life;When Maurício becomes a student at a top medical school, he becomes obsessed with a mystery linked to the dead bodies used for dissection.;2019;Unknown;84;['thriller', 'drama'];['BR'];7.0;630.0;Netflix
14735;A Kid from Coney Island;Feature documentary about the rise and fall, and rebirth of ex-NBA star, Stephon Marbury.;2019;Unknown;89;['documentation', 'sport'];['US', 'CN'];7.0;554.0;Netflix
9755;Romance on the High Seas;Doris Day, in her film debut, plays Georgia Garrett, a singer sent by jealous wife Elvira Kent on an ocean cruise to masquerade as herself while she secretly stays home to catch her husband cheating. Meanwhile equally suspicious husband Michael Kent has sent a private eye on the same cruise to catch his wife cheating. Love and confusion ensues along with plenty of musical numbers.;1948;Unknown;99;['comedy', 'romance'];['US'];7.0;2288.0;HBO Max
7411;Sawah;On his way to a DJ Championship in Brussels, a young Egyptian is mistaken for an illegal immigrant and detained in a country he's never heard of before.;2019;Unknown;86;['drama', 'comedy', 'european'];['EG', 'LU', 'BE'];7.0;2296.0;Amazon Prime
2465;Us;When the police finds a necklace with some criminal, a detective remembers that it was missing evidence in a murderer case many years ago. So it turns out that Jeff Hayes, sentenced to life-long prison, was innocent. After 18 years in jail he's finally released - but has problems finding back into normal life. There's his father who believed him guilty and his ex-wife Ellen, who told their son Kerry and her new husband Paul Kramer his father had died.;1991;Unknown;93;['drama'];['US'];7.0;138.0;Amazon Prime
7622;Matt Besser: Pot Humor;Welcome to the North West Cannabis Club in Portland, Oregon where you better be ready to get a contact high off the comedy of the one and only Matt Besser. Take an introspective journey through the universe that's filled with love, laughter, songs and jokes. And be ready to smoke weed in all the different ways one possibly can. Oh, and don't be a narc!;2019;Unknown;70;['comedy'];['US'];7.0;25.0;Amazon Prime
2485;For Hope;The life and death of a young woman who suffered from scleroderma, and how she and her family coped.;1996;Unknown;100;['drama'];['US', 'CA'];7.0;268.0;Amazon Prime
112;Our Daily Bread;John and Mary sims are city-dwellers hit hard by the financial fist of The Depression. Driven by bravery (and sheer desperation) they flee to the country and, with the help of other workers, set up a farming community - a socialist mini-society based upon the teachings of Edward Gallafent. The newborn community suffers many hardships - drought, vicious raccoons and the long arm of the law - but ultimately pull together to reach a bread-based Utopia.;1934;Unknown;80;['romance', 'drama'];['US'];7.0;1968.0;Amazon Prime
15415;Aziz Ansari: Nightclub Comedian;After another year of lockdowns, Aziz takes the stage to skewer pandemic life, quarantines, vaccine cards, celebrity side-gigs, smartphones and more.;2022;R;29;['comedy'];['US'];7.0;2235.0;Netflix
2543;Joe & Joe;Two small time lawnmowers try to find treasure so they can purchase better equipment, but will something supernatural intervene?;1996;Unknown;79;['romance', 'comedy', 'music'];['US'];7.0;83.0;Amazon Prime
15447;A Cop Movie;This documentary walks the line between fact and fiction, delving into corruption in the Mexican police through the experiences of two officers.;2021;R;107;['drama', 'crime', 'thriller', 'documentation', 'action'];['MX'];7.0;1739.0;Netflix
4597;Dana Gould: I Know It's Wrong;Comedy stand-up special featuring the gifted comic, Dana Gould;2013;Unknown;57;['comedy', 'documentation'];['US'];7.0;86.0;Amazon Prime
4541;The Breaking Point;When Shawn Dickerson is accused of killing Brenda Sawyer, an overzealous Assistant D.A. named Ballard is willing to do whatever she has to do to become District Attorney, even if it means bending the rules.;2014;Unknown;73;['crime', 'drama', 'action'];['US'];7.0;116.0;Amazon Prime
6081;Jack Lantern;An 80's inspired psychological horror thriller about a guy who can't keep his identity straight until the death of his sister and his determination to keep her memory alive.;2017;Unknown;75;['drama', 'horror'];['US'];7.0;14.0;Amazon Prime
135;The Iron Mask;King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for revolution, and has him sent off to Spain to be raised in secret to ensure a peaceful future for France. Alas, keeping the secret means sending Constance, lover of D'Artagnan, off to a convent. D'Artagnan hears of this and rallies the Musketeers in a bid to rescue her. Unfortunately, Richelieu out-smarts the Musketeers and banishes them forever.;1929;Unknown;103;['action', 'drama', 'history', 'romance'];['US'];7.0;1272.0;Amazon Prime
4482;Elon Gold: Chosen and Taken;With a manic wit that transcends race and religion, sharp-tongued comedian Elon Gold explores the ridiculous things people manage to get away with.;2014;Unknown;60;['comedy'];['US'];7.0;125.0;Amazon Prime
8003;First Signal;When Air Force Space Command receives a signal from an alien satellite in Earth orbit an emergency meeting with the President reveals a government conspiracy.;2021;Unknown;102;['drama', 'scifi', 'history'];['US'];7.0;10442.0;Amazon Prime
2401;The Hunters;A policeman from Stockholm come to Norrbotten in Sweden, to join his brother, now when their father is dead. While there he starts to work on a long-running case where reindeers have been poached and soon discovers that his brother is involved...;1996;R;113;['thriller', 'european', 'crime'];['SE'];7.0;8520.0;Amazon Prime
4498;The Great Hypnotist;The famous psychologist Xu Ruining has a raising career, when he met the troublesome patient Ren Xiaoyan. The meeting is not easy as feeble-looking Ren is point by point against him.;2014;Unknown;104;['thriller', 'drama'];['CN'];7.0;2688.0;Amazon Prime
7770;Delicious;France, 18th Century. The prestige of a noble house depends above all on the quality of its table. At the dawn of the French Revolution, gastronomy still is a prerogative of the aristocrats. When talented cooker Manceron is dismissed by the Duke of Chamfort, he loses the taste for cooking. Back in his country house, his meeting with the mysterious Louise gets him back on his feet. While they both feed a desire of revenge against the Duke, they decide to create the very first restaurant in France.;2021;Unknown;112;['drama', 'history', 'comedy'];['BE', 'FR'];7.0;1656.0;Amazon Prime
2752;A League of Ordinary Gentlemen;Filmmaker Christopher Browne documents the mission of a group of middle-aged bowlers as they attempt to revitalize the sport and get the television-watching public interested in it again.;2004;R;93;['documentation', 'sport'];['US'];7.0;376.0;Amazon Prime
7675;Gumm: In the Middle of Nowhere;A wanted criminal and a desperate father who are interlinked by a series of unfortunate events, manipulate their chances to save what matters most to them. Lost in the middle of nowhere, will they be able to win this battle against the ticking clock?;2019;Unknown;113;['action', 'drama', 'romance', 'thriller'];['PK'];7.0;39.0;Amazon Prime
4533;Sinbad: Make Me Wanna Holla;Sinbad makes his feelings clear about no-talent millionaires with clothing lines. Other topics coming under scrutiny are potty-mouthed comics and his parents' child-rearing skills.;2014;Unknown;89;['comedy', 'documentation'];['US'];7.0;84.0;Amazon Prime
45;The Lost World;The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam.;1925;Unknown;93;['fantasy', 'thriller', 'scifi'];['US'];7.0;5185.0;Amazon Prime
4610;Greg Fitzsimmons: Life on Stage;Comedy Central Special Released 18th of August 2013.  Life On The Stage finds Greg back in his hometown of Tarrytown, NY to give a cutting standup set of twisted life advice. Nothing is off-limits in his advice for getting older, and stories of his life on and off stage.;2013;Unknown;60;['comedy', 'documentation'];['US'];7.0;118.0;Amazon Prime
4173;100 Days;When a cold hearted telecommunications executive returns to his small island town for his estranged mother's burial, he learns about the true Taiwanese tradition that mandates him to marry within 100 days so that the parent's spirit can transition peacefully. When a typhoon leaves him stranded for 3 days, he rekindles romance with his free spirited, childhood sweetheart who is engaged to marry a local villager/step brother.;2013;Unknown;104;['comedy', 'drama', 'romance'];['TW'];7.0;94.0;Amazon Prime
6276;Kindness Matters;A little boy named Lincoln, who is bullied for the way he talks, creates a superhero in his head. A lonely man rescues a puppy who transforms his life. This inspiring story illustrates how kindness can truly make a difference.;2018;Unknown;102;['family'];['US'];7.0;80.0;Amazon Prime
6493;Beasts Clawing at Straws;"The destinies of hard-luck lowlifes slowly converge and come crashing down: Jung-man barely gets by working at a sauna and taking care of his sick mother until he finds a bag full of cash in the locker room; Tae-young is in trouble after his girlfriend runs away with the money he borrowed from a loan shark. Soon, a dead body mysteriously turns up; Mi-ran, caught between her husband’s violence and a dead-end job as a bar hostess, she finds a young lover, Jin-tae who offers to kill her husband… And now their dog-eat-dog game starts.";2020;Unknown;108;['thriller', 'drama', 'crime'];['KR'];7.0;4156.0;Amazon Prime
15565;The Falls;After having to quarantine together during COVID-19, a mother and daughter are forced to confront their personal obstacles and relationship tensions.;2021;Unknown;129;['drama'];['TW'];7.0;1546.0;Netflix
6409;Dr. Brinks & Dr. Brinks;Estranged siblings Marcus and Michelle Brinks are reunited after the sudden death of their parents, two globe-trotting aid workers who they barely knew. In the days following the wake, the siblings can't help but turn their current lives and relationships into chaos as they're forced to reckon with their shared past.;2017;Unknown;94;['drama', 'comedy'];['US'];7.0;40.0;Amazon Prime
6397;Naomi's Journey;Twenty-year old Naomi lives a simple life with her younger siblings in Peru. Only her big sister seems to live a life of fortune, being married in Germany. But now she is dead, murdered by her German husband. Stunned by the news, Naomi can’t imagine accompanying her mother to Germany, the land of the crime. But then she changes her mind, becomes a joint plaintiff, and takes part in the trial in Berlin.;2017;Unknown;92;['drama', 'european'];['DE'];7.0;39.0;Amazon Prime
4754;Fathers and Daughters;A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown, while, 27 years later, his grown daughter struggles to forge connections of her own.;2015;R;116;['drama', 'european'];['IT', 'US'];7.0;26243.0;Amazon Prime
15490;Vengeance Is Mine, All Others Pay Cash;Ajo Kawir is a fighter who fears nothing, not even death. His raging urge to fight is driven by a secret: his impotence. When he crosses paths with a tough female fighter named Iteung, Ajo gets beaten black and blue, but he also falls head over heels in love. Will Ajo’s path lead him to a happy life with Iteung, and, eventually, his own peace of mind?;2021;Unknown;114;['romance', 'drama', 'action', 'comedy'];['ID'];7.0;559.0;Netflix
4722;Pawn Sacrifice;American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.;2015;PG-13;115;['thriller', 'drama', 'history', 'sport'];['US'];7.0;44792.0;Amazon Prime
4724;The Dressmaker;In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.;2015;R;118;['drama', 'comedy', 'western', 'european'];['AU'];7.0;59817.0;Amazon Prime
2997;Beneath Hill 60;The true story of Australia's cat-and-mouse underground mine warfare—one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was secret struggle BENEATH the Western Front that combined daring engineering, technology and science. Few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers.;2010;R;122;['drama', 'history', 'war'];['AU'];7.0;8174.0;Amazon Prime
4727;Chicken People;"The trials and tribulations of those who breed exotic birds in the world of competitive poultry; three remarkably rich and diverse personalities who come together to compete in their shared passion to raise the perfect chicken. The film will follow the struggles and triumphs of these characters, along with a wide array of competitors-both human and chicken-from the Ohio National Poultry Show, considered the Westminster of Chickens, to the Dixie Classic in Tennessee.";2016;Unknown;83;['documentation', 'comedy', 'family'];['US'];7.0;774.0;Amazon Prime
6229;Sin Pepitas en la Lengua;Isa, who is aggravated by her life, decides to visit a non traditional doctor. Through the use of hypnotherapy, Isa discovers that her pain is caused by repressed feelings and that the way for her to heal is to say everything she thinks.;2018;Unknown;87;['comedy'];['PA'];7.0;45.0;Amazon Prime
